,time_steps,zmu,random_increments_recharge,index_zmu
2091,10:30,1000403,330,797
2092,10:40,1000403,440,797
2093,10:50,1000403,550,797
2094,11:00,1000403,0,797
2095,11:10,1000403,110,797
2096,11:20,1000403,220,797
2097,11:30,1000403,330,797
2098,11:40,1000403,440,797
2099,11:50,1000403,550,797
2100,12:00,1000403,0,797
2101,12:10,1000403,110,797
2102,12:20,1000403,220,797
2103,12:30,1000403,330,797
2104,12:40,1000403,440,797
2105,12:50,1000403,550,797
2106,13:00,1000403,0,797
2107,13:10,1000403,110,797
2108,13:20,1000403,220,797
2109,13:30,1000403,330,797
2110,13:40,1000403,440,797
2111,13:50,1000403,550,797
2112,14:00,1000403,0,797
2113,14:10,1000403,110,797
2114,14:20,1000403,220,797
2115,14:30,1000403,330,797
2116,14:40,1000403,440,797
2117,14:50,1000403,550,797
2118,15:00,1000403,0,797
2119,15:10,1000403,110,797
2120,15:20,1000403,220,797
2121,15:30,1000403,330,797
2122,15:40,1000403,440,797
2123,15:50,1000403,550,797
2124,16:00,1000403,0,797
2125,16:10,1000403,110,797
2126,16:20,1000403,220,797
2127,16:30,1000403,330,797
2128,16:40,1000403,440,797
2129,16:50,1000403,550,797
2130,17:00,1000403,0,797
2131,17:10,1000403,110,797
2132,17:20,1000403,220,797
2133,17:30,1000403,330,797
2134,17:40,1000403,440,797
2135,17:50,1000403,550,797
2136,18:00,1000403,0,797
2137,18:10,1000403,110,797
2138,18:20,1000403,220,797
2139,18:30,1000403,330,797
2140,18:40,1000403,440,797
2141,18:50,1000403,550,797
2142,19:00,1000403,0,797
2143,19:10,1000403,110,797
2144,19:20,1000403,220,797
2145,19:30,1000403,330,797
2146,19:40,1000403,440,797
2147,19:50,1000403,550,797
2148,20:00,1000403,0,797
2149,20:10,1000403,110,797
2150,20:20,1000403,220,797
2151,20:30,1000403,330,797
2152,20:40,1000403,440,797
2153,20:50,1000403,550,797
2154,21:00,1000403,0,797
2155,21:10,1000403,110,797
2156,21:20,1000403,220,797
2157,21:30,1000403,330,797
2158,21:40,1000403,440,797
2159,21:50,1000403,550,797
2160,22:00,1000403,0,797
2161,22:10,1000403,110,797
2162,22:20,1000403,210,797
2163,22:30,1000403,300,797
2164,22:40,1000403,400,797
2165,07:40,1000405,160,800
2166,07:50,1000405,175,800
2167,08:00,1000405,0,800
2168,08:10,1000405,45,800
2169,08:20,1000405,120,800
2170,08:30,1000405,195,800
2171,08:40,1000405,340,800
2172,08:50,1000405,375,800
2173,09:00,1000405,0,800
2174,09:10,1000405,100,800
2175,09:20,1000405,220,800
2176,09:30,1000405,345,800
2177,09:40,1000405,480,800
2178,09:50,1000405,600,800
2179,10:00,1000405,0,800
2180,10:10,1000405,125,800
2181,10:20,1000405,250,800
2182,10:30,1000405,375,800
2183,10:40,1000405,500,800
2184,10:50,1000405,625,800
2185,11:00,1000405,0,800
2186,11:10,1000405,125,800
2187,11:20,1000405,250,800
2188,11:30,1000405,375,800
2189,11:40,1000405,500,800
2190,11:50,1000405,625,800
2191,12:00,1000405,0,800
2192,12:10,1000405,125,800
2193,12:20,1000405,250,800
2194,12:30,1000405,375,800
2195,12:40,1000405,500,800
2196,12:50,1000405,625,800
2197,13:00,1000405,0,800
2198,13:10,1000405,125,800
2199,13:20,1000405,250,800
2200,13:30,1000405,375,800
2201,13:40,1000405,500,800
2202,13:50,1000405,625,800
2203,14:00,1000405,0,800
2204,14:10,1000405,125,800
2205,14:20,1000405,250,800
2206,14:30,1000405,375,800
2207,14:40,1000405,500,800
2208,14:50,1000405,625,800
2209,15:00,1000405,0,800
2210,15:10,1000405,125,800
2211,15:20,1000405,250,800
2212,15:30,1000405,375,800
2213,15:40,1000405,500,800
2214,15:50,1000405,625,800
2215,16:00,1000405,0,800
2216,16:10,1000405,125,800
2217,16:20,1000405,250,800
2218,16:30,1000405,375,800
2219,16:40,1000405,500,800
2220,16:50,1000405,625,800
2221,17:00,1000405,0,800
2222,17:10,1000405,125,800
2223,17:20,1000405,250,800
2224,17:30,1000405,375,800
2225,17:40,1000405,500,800
2226,17:50,1000405,625,800
2227,18:00,1000405,0,800
2228,18:10,1000405,125,800
2229,18:20,1000405,250,800
2230,18:30,1000405,375,800
2231,18:40,1000405,500,800
2232,18:50,1000405,625,800
2233,19:00,1000405,0,800
2234,19:10,1000405,125,800
2235,19:20,1000405,250,800
2236,19:30,1000405,375,800
2237,19:40,1000405,500,800
2238,19:50,1000405,625,800
2239,20:00,1000405,0,800
2240,20:10,1000405,125,800
2241,20:20,1000405,250,800
2242,20:30,1000405,375,800
2243,20:40,1000405,500,800
2244,20:50,1000405,625,800
2245,21:00,1000405,0,800
2246,21:10,1000405,125,800
2247,21:20,1000405,250,800
2248,21:30,1000405,375,800
2249,21:40,1000405,500,800
2250,21:50,1000405,625,800
2251,22:00,1000405,0,800
2252,22:10,1000405,120,800
2253,22:20,1000405,230,800
2254,22:30,1000405,300,800
2255,22:40,1000405,380,800
2256,07:40,1000433,120,806
2257,07:50,1000433,125,806
2258,08:00,1000433,0,806
2259,08:10,1000433,35,806
2260,08:20,1000433,90,806
2261,08:30,1000433,150,806
2262,08:40,1000433,240,806
2263,08:50,1000433,275,806
2264,09:00,1000433,0,806
2265,09:10,1000433,85,806
2266,09:20,1000433,200,806
2267,09:30,1000433,300,806
2268,09:40,1000433,440,806
2269,09:50,1000433,575,806
2270,10:00,1000433,0,806
2271,10:10,1000433,130,806
2272,10:20,1000433,260,806
2273,10:30,1000433,390,806
2274,10:40,1000433,520,806
2275,10:50,1000433,650,806
2276,11:00,1000433,0,806
2277,11:10,1000433,130,806
2278,11:20,1000433,260,806
2279,11:30,1000433,390,806
2280,11:40,1000433,520,806
2281,11:50,1000433,650,806
2282,12:00,1000433,0,806
2283,12:10,1000433,130,806
2284,12:20,1000433,260,806
2285,12:30,1000433,390,806
2286,12:40,1000433,520,806
2287,12:50,1000433,650,806
2288,13:00,1000433,0,806
2289,13:10,1000433,130,806
2290,13:20,1000433,260,806
2291,13:30,1000433,390,806
2292,13:40,1000433,520,806
2293,13:50,1000433,650,806
2294,14:00,1000433,0,806
2295,14:10,1000433,130,806
2296,14:20,1000433,260,806
2297,14:30,1000433,390,806
2298,14:40,1000433,520,806
2299,14:50,1000433,650,806
2300,15:00,1000433,0,806
2301,15:10,1000433,130,806
2302,15:20,1000433,260,806
2303,15:30,1000433,390,806
2304,15:40,1000433,520,806
2305,15:50,1000433,650,806
2306,16:00,1000433,0,806
2307,16:10,1000433,130,806
2308,16:20,1000433,260,806
2309,16:30,1000433,390,806
2310,16:40,1000433,520,806
2311,16:50,1000433,650,806
2312,17:00,1000433,0,806
2313,17:10,1000433,130,806
2314,17:20,1000433,260,806
2315,17:30,1000433,390,806
2316,17:40,1000433,520,806
2317,17:50,1000433,650,806
2318,18:00,1000433,0,806
2319,18:10,1000433,130,806
2320,18:20,1000433,260,806
2321,18:30,1000433,390,806
2322,18:40,1000433,520,806
2323,18:50,1000433,650,806
2324,19:00,1000433,0,806
2325,19:10,1000433,130,806
2326,19:20,1000433,260,806
2327,19:30,1000433,390,806
2328,19:40,1000433,520,806
2329,19:50,1000433,650,806
2330,20:00,1000433,0,806
2331,20:10,1000433,130,806
2332,20:20,1000433,260,806
2333,20:30,1000433,390,806
2334,20:40,1000433,520,806
2335,20:50,1000433,650,806
2336,21:00,1000433,0,806
2337,21:10,1000433,130,806
2338,21:20,1000433,260,806
2339,21:30,1000433,390,806
2340,21:40,1000433,520,806
2341,21:50,1000433,650,806
2342,22:00,1000433,0,806
2343,22:10,1000433,130,806
2344,22:20,1000433,260,806
2345,22:30,1000433,330,806
2346,22:40,1000433,440,806
2347,07:40,1000415,520,807
2348,07:50,1000415,650,807
2349,08:00,1000415,0,807
2350,08:10,1000415,180,807
2351,08:20,1000415,440,807
2352,08:30,1000415,645,807
2353,08:40,1000415,1000,807
2354,08:50,1000415,1150,807
2355,09:00,1000415,0,807
2356,09:10,1000415,270,807
2357,09:20,1000415,600,807
2358,09:30,1000415,975,807
2359,09:40,1000415,1420,807
2360,09:50,1000415,1875,807
2361,10:00,1000415,0,807
2362,10:10,1000415,385,807
2363,10:20,1000415,770,807
2364,10:30,1000415,1155,807
2365,10:40,1000415,1540,807
2366,10:50,1000415,1925,807
2367,11:00,1000415,0,807
2368,11:10,1000415,385,807
2369,11:20,1000415,770,807
2370,11:30,1000415,1155,807
2371,11:40,1000415,1540,807
2372,11:50,1000415,1925,807
2373,12:00,1000415,0,807
2374,12:10,1000415,385,807
2375,12:20,1000415,770,807
2376,12:30,1000415,1155,807
2377,12:40,1000415,1540,807
2378,12:50,1000415,1925,807
2379,13:00,1000415,0,807
2380,13:10,1000415,385,807
2381,13:20,1000415,770,807
2382,13:30,1000415,1155,807
2383,13:40,1000415,1540,807
2384,13:50,1000415,1925,807
2385,14:00,1000415,0,807
2386,14:10,1000415,385,807
2387,14:20,1000415,770,807
2388,14:30,1000415,1155,807
2389,14:40,1000415,1540,807
2390,14:50,1000415,1925,807
2391,15:00,1000415,0,807
2392,15:10,1000415,385,807
2393,15:20,1000415,770,807
2394,15:30,1000415,1155,807
2395,15:40,1000415,1540,807
2396,15:50,1000415,1925,807
2397,16:00,1000415,0,807
2398,16:10,1000415,385,807
2399,16:20,1000415,770,807
2400,16:30,1000415,1155,807
2401,16:40,1000415,1540,807
2402,16:50,1000415,1925,807
2403,17:00,1000415,0,807
2404,17:10,1000415,385,807
2405,17:20,1000415,770,807
2406,17:30,1000415,1155,807
2407,17:40,1000415,1540,807
2408,17:50,1000415,1925,807
2409,18:00,1000415,0,807
2410,18:10,1000415,385,807
2411,18:20,1000415,770,807
2412,18:30,1000415,1155,807
2413,18:40,1000415,1540,807
2414,18:50,1000415,1925,807
2415,19:00,1000415,0,807
2416,19:10,1000415,385,807
2417,19:20,1000415,770,807
2418,19:30,1000415,1155,807
2419,19:40,1000415,1540,807
2420,19:50,1000415,1925,807
2421,20:00,1000415,0,807
2422,20:10,1000415,385,807
2423,20:20,1000415,770,807
2424,20:30,1000415,1155,807
2425,20:40,1000415,1540,807
2426,20:50,1000415,1925,807
2427,21:00,1000415,0,807
2428,21:10,1000415,385,807
2429,21:20,1000415,770,807
2430,21:30,1000415,1155,807
2431,21:40,1000415,1540,807
2432,21:50,1000415,1925,807
2433,22:00,1000415,0,807
2434,22:10,1000415,360,807
2435,22:20,1000415,690,807
2436,22:30,1000415,975,807
2437,22:40,1000415,1200,807
2438,07:40,1000418,740,813
2439,07:50,1000418,900,813
2440,08:00,1000418,0,813
2441,08:10,1000418,285,813
2442,08:20,1000418,690,813
2443,08:30,1000418,1125,813
2444,08:40,1000418,1780,813
2445,08:50,1000418,2350,813
2446,09:00,1000418,0,813
2447,09:10,1000418,550,813
2448,09:20,1000418,1210,813
2449,09:30,1000418,1860,813
2450,09:40,1000418,2600,813
2451,09:50,1000418,3475,813
2452,10:00,1000418,0,813
2453,10:10,1000418,710,813
2454,10:20,1000418,1420,813
2455,10:30,1000418,2130,813
2456,10:40,1000418,2840,813
2457,10:50,1000418,3550,813
2458,11:00,1000418,0,813
2459,11:10,1000418,710,813
2460,11:20,1000418,1420,813
2461,11:30,1000418,2130,813
2462,11:40,1000418,2840,813
2463,11:50,1000418,3550,813
2464,12:00,1000418,0,813
2465,12:10,1000418,710,813
2466,12:20,1000418,1420,813
2467,12:30,1000418,2130,813
2468,12:40,1000418,2840,813
2469,12:50,1000418,3550,813
2470,13:00,1000418,0,813
2471,13:10,1000418,710,813
2472,13:20,1000418,1420,813
2473,13:30,1000418,2130,813
2474,13:40,1000418,2840,813
2475,13:50,1000418,3550,813
2476,14:00,1000418,0,813
2477,14:10,1000418,710,813
2478,14:20,1000418,1420,813
2479,14:30,1000418,2130,813
2480,14:40,1000418,2840,813
2481,14:50,1000418,3550,813
2482,15:00,1000418,0,813
2483,15:10,1000418,710,813
2484,15:20,1000418,1420,813
2485,15:30,1000418,2130,813
2486,15:40,1000418,2840,813
2487,15:50,1000418,3550,813
2488,16:00,1000418,0,813
2489,16:10,1000418,710,813
2490,16:20,1000418,1420,813
2491,16:30,1000418,2130,813
2492,16:40,1000418,2840,813
2493,16:50,1000418,3550,813
2494,17:00,1000418,0,813
2495,17:10,1000418,710,813
2496,17:20,1000418,1420,813
2497,17:30,1000418,2130,813
2498,17:40,1000418,2840,813
2499,17:50,1000418,3550,813
2500,18:00,1000418,0,813
2501,18:10,1000418,710,813
2502,18:20,1000418,1420,813
2503,18:30,1000418,2130,813
2504,18:40,1000418,2840,813
2505,18:50,1000418,3550,813
2506,19:00,1000418,0,813
2507,19:10,1000418,710,813
2508,19:20,1000418,1420,813
2509,19:30,1000418,2130,813
2510,19:40,1000418,2840,813
2511,19:50,1000418,3550,813
2512,20:00,1000418,0,813
2513,20:10,1000418,710,813
2514,20:20,1000418,1420,813
2515,20:30,1000418,2130,813
2516,20:40,1000418,2840,813
2517,20:50,1000418,3550,813
2518,21:00,1000418,0,813
2519,21:10,1000418,710,813
2520,21:20,1000418,1420,813
2521,21:30,1000418,2130,813
2522,21:40,1000418,2840,813
2523,21:50,1000418,3550,813
2524,22:00,1000418,0,813
2525,22:10,1000418,675,813
2526,22:20,1000418,1290,813
2527,22:30,1000418,1815,813
2528,22:40,1000418,2280,813
2529,07:40,1000459,200,829
2530,07:50,1000459,250,829
2531,08:00,1000459,0,829
2532,08:10,1000459,70,829
2533,08:20,1000459,150,829
2534,08:30,1000459,240,829
2535,08:40,1000459,320,829
2536,08:50,1000459,425,829
2537,09:00,1000459,0,829
2538,09:10,1000459,115,829
2539,09:20,1000459,260,829
2540,09:30,1000459,420,829
2541,09:40,1000459,580,829
2542,09:50,1000459,725,829
2543,10:00,1000459,0,829
2544,10:10,1000459,155,829
2545,10:20,1000459,310,829
2546,10:30,1000459,465,829
2547,10:40,1000459,620,829
2548,10:50,1000459,775,829
2549,11:00,1000459,0,829
2550,11:10,1000459,155,829
2551,11:20,1000459,310,829
2552,11:30,1000459,465,829
2553,11:40,1000459,620,829
2554,11:50,1000459,775,829
2555,12:00,1000459,0,829
2556,12:10,1000459,155,829
2557,12:20,1000459,310,829
2558,12:30,1000459,465,829
2559,12:40,1000459,620,829
2560,12:50,1000459,775,829
2561,13:00,1000459,0,829
2562,13:10,1000459,155,829
2563,13:20,1000459,310,829
2564,13:30,1000459,465,829
2565,13:40,1000459,620,829
2566,13:50,1000459,775,829
2567,14:00,1000459,0,829
2568,14:10,1000459,155,829
2569,14:20,1000459,310,829
2570,14:30,1000459,465,829
2571,14:40,1000459,620,829
2572,14:50,1000459,775,829
2573,15:00,1000459,0,829
2574,15:10,1000459,155,829
2575,15:20,1000459,310,829
2576,15:30,1000459,465,829
2577,15:40,1000459,620,829
2578,15:50,1000459,775,829
2579,16:00,1000459,0,829
2580,16:10,1000459,155,829
2581,16:20,1000459,310,829
2582,16:30,1000459,465,829
2583,16:40,1000459,620,829
2584,16:50,1000459,775,829
2585,17:00,1000459,0,829
2586,17:10,1000459,155,829
2587,17:20,1000459,310,829
2588,17:30,1000459,465,829
2589,17:40,1000459,620,829
2590,17:50,1000459,775,829
2591,18:00,1000459,0,829
2592,18:10,1000459,155,829
2593,18:20,1000459,310,829
2594,18:30,1000459,465,829
2595,18:40,1000459,620,829
2596,18:50,1000459,775,829
2597,19:00,1000459,0,829
2598,19:10,1000459,155,829
2599,19:20,1000459,310,829
2600,19:30,1000459,465,829
2601,19:40,1000459,620,829
2602,19:50,1000459,775,829
2603,20:00,1000459,0,829
2604,20:10,1000459,155,829
2605,20:20,1000459,310,829
2606,20:30,1000459,465,829
2607,20:40,1000459,620,829
2608,20:50,1000459,775,829
2609,21:00,1000459,0,829
2610,21:10,1000459,155,829
2611,21:20,1000459,310,829
2612,21:30,1000459,465,829
2613,21:40,1000459,620,829
2614,21:50,1000459,775,829
2615,22:00,1000459,0,829
2616,22:10,1000459,150,829
2617,22:20,1000459,290,829
2618,22:30,1000459,375,829
2619,22:40,1000459,480,829
2620,07:40,1000443,240,835
2621,07:50,1000443,225,835
2622,08:00,1000443,0,835
2623,08:10,1000443,75,835
2624,08:20,1000443,160,835
2625,08:30,1000443,270,835
2626,08:40,1000443,380,835
2627,08:50,1000443,475,835
2628,09:00,1000443,0,835
2629,09:10,1000443,110,835
2630,09:20,1000443,240,835
2631,09:30,1000443,390,835
2632,09:40,1000443,520,835
2633,09:50,1000443,725,835
2634,10:00,1000443,0,835
2635,10:10,1000443,145,835
2636,10:20,1000443,290,835
2637,10:30,1000443,435,835
2638,10:40,1000443,580,835
2639,10:50,1000443,725,835
2640,11:00,1000443,0,835
2641,11:10,1000443,145,835
2642,11:20,1000443,290,835
2643,11:30,1000443,435,835
2644,11:40,1000443,580,835
2645,11:50,1000443,725,835
2646,12:00,1000443,0,835
2647,12:10,1000443,145,835
2648,12:20,1000443,290,835
2649,12:30,1000443,435,835
2650,12:40,1000443,580,835
2651,12:50,1000443,725,835
2652,13:00,1000443,0,835
2653,13:10,1000443,145,835
2654,13:20,1000443,290,835
2655,13:30,1000443,435,835
2656,13:40,1000443,580,835
2657,13:50,1000443,725,835
2658,14:00,1000443,0,835
2659,14:10,1000443,145,835
2660,14:20,1000443,290,835
2661,14:30,1000443,435,835
2662,14:40,1000443,580,835
2663,14:50,1000443,725,835
2664,15:00,1000443,0,835
2665,15:10,1000443,145,835
2666,15:20,1000443,290,835
2667,15:30,1000443,435,835
2668,15:40,1000443,580,835
2669,15:50,1000443,725,835
2670,16:00,1000443,0,835
2671,16:10,1000443,145,835
2672,16:20,1000443,290,835
2673,16:30,1000443,435,835
2674,16:40,1000443,580,835
2675,16:50,1000443,725,835
2676,17:00,1000443,0,835
2677,17:10,1000443,145,835
2678,17:20,1000443,290,835
2679,17:30,1000443,435,835
2680,17:40,1000443,580,835
2681,17:50,1000443,725,835
2682,18:00,1000443,0,835
2683,18:10,1000443,145,835
2684,18:20,1000443,290,835
2685,18:30,1000443,435,835
2686,18:40,1000443,580,835
2687,18:50,1000443,725,835
2688,19:00,1000443,0,835
2689,19:10,1000443,145,835
2690,19:20,1000443,290,835
2691,19:30,1000443,435,835
2692,19:40,1000443,580,835
2693,19:50,1000443,725,835
2694,20:00,1000443,0,835
2695,20:10,1000443,145,835
2696,20:20,1000443,290,835
2697,20:30,1000443,435,835
2698,20:40,1000443,580,835
2699,20:50,1000443,725,835
2700,21:00,1000443,0,835
2701,21:10,1000443,145,835
2702,21:20,1000443,290,835
2703,21:30,1000443,435,835
2704,21:40,1000443,580,835
2705,21:50,1000443,725,835
2706,22:00,1000443,0,835
2707,22:10,1000443,135,835
2708,22:20,1000443,260,835
2709,22:30,1000443,375,835
2710,22:40,1000443,460,835
2711,07:40,1000444,900,838
2712,07:50,1000444,1250,838
2713,08:00,1000444,0,838
2714,08:10,1000444,355,838
2715,08:20,1000444,830,838
2716,08:30,1000444,1380,838
2717,08:40,1000444,2060,838
2718,08:50,1000444,2625,838
2719,09:00,1000444,0,838
2720,09:10,1000444,640,838
2721,09:20,1000444,1440,838
2722,09:30,1000444,2190,838
2723,09:40,1000444,3220,838
2724,09:50,1000444,4200,838
2725,10:00,1000444,0,838
2726,10:10,1000444,870,838
2727,10:20,1000444,1740,838
2728,10:30,1000444,2610,838
2729,10:40,1000444,3480,838
2730,10:50,1000444,4350,838
2731,11:00,1000444,0,838
2732,11:10,1000444,870,838
2733,11:20,1000444,1740,838
2734,11:30,1000444,2610,838
2735,11:40,1000444,3480,838
2736,11:50,1000444,4350,838
2737,12:00,1000444,0,838
2738,12:10,1000444,870,838
2739,12:20,1000444,1740,838
2740,12:30,1000444,2610,838
2741,12:40,1000444,3480,838
2742,12:50,1000444,4350,838
2743,13:00,1000444,0,838
2744,13:10,1000444,870,838
2745,13:20,1000444,1740,838
2746,13:30,1000444,2610,838
2747,13:40,1000444,3480,838
2748,13:50,1000444,4350,838
2749,14:00,1000444,0,838
2750,14:10,1000444,870,838
2751,14:20,1000444,1740,838
2752,14:30,1000444,2610,838
2753,14:40,1000444,3480,838
2754,14:50,1000444,4350,838
2755,15:00,1000444,0,838
2756,15:10,1000444,870,838
2757,15:20,1000444,1740,838
2758,15:30,1000444,2610,838
2759,15:40,1000444,3480,838
2760,15:50,1000444,4350,838
2761,16:00,1000444,0,838
2762,16:10,1000444,870,838
2763,16:20,1000444,1740,838
2764,16:30,1000444,2610,838
2765,16:40,1000444,3480,838
2766,16:50,1000444,4350,838
2767,17:00,1000444,0,838
2768,17:10,1000444,870,838
2769,17:20,1000444,1740,838
2770,17:30,1000444,2610,838
2771,17:40,1000444,3480,838
2772,17:50,1000444,4350,838
2773,18:00,1000444,0,838
2774,18:10,1000444,870,838
2775,18:20,1000444,1740,838
2776,18:30,1000444,2610,838
2777,18:40,1000444,3480,838
2778,18:50,1000444,4350,838
2779,19:00,1000444,0,838
2780,19:10,1000444,870,838
2781,19:20,1000444,1740,838
2782,19:30,1000444,2610,838
2783,19:40,1000444,3480,838
2784,19:50,1000444,4350,838
2785,20:00,1000444,0,838
2786,20:10,1000444,870,838
2787,20:20,1000444,1740,838
2788,20:30,1000444,2610,838
2789,20:40,1000444,3480,838
2790,20:50,1000444,4350,838
2791,21:00,1000444,0,838
2792,21:10,1000444,870,838
2793,21:20,1000444,1740,838
2794,21:30,1000444,2610,838
2795,21:40,1000444,3480,838
2796,21:50,1000444,4350,838
2797,22:00,1000444,0,838
2798,22:10,1000444,820,838
2799,22:20,1000444,1580,838
2800,22:30,1000444,2265,838
2801,22:40,1000444,2780,838
2802,07:40,1000446,800,840
2803,07:50,1000446,975,840
2804,08:00,1000446,0,840
2805,08:10,1000446,310,840
2806,08:20,1000446,710,840
2807,08:30,1000446,1125,840
2808,08:40,1000446,1780,840
2809,08:50,1000446,2300,840
2810,09:00,1000446,0,840
2811,09:10,1000446,555,840
2812,09:20,1000446,1220,840
2813,09:30,1000446,1875,840
2814,09:40,1000446,2620,840
2815,09:50,1000446,3475,840
2816,10:00,1000446,0,840
2817,10:10,1000446,710,840
2818,10:20,1000446,1420,840
2819,10:30,1000446,2130,840
2820,10:40,1000446,2840,840
2821,10:50,1000446,3550,840
2822,11:00,1000446,0,840
2823,11:10,1000446,710,840
2824,11:20,1000446,1420,840
2825,11:30,1000446,2130,840
2826,11:40,1000446,2840,840
2827,11:50,1000446,3550,840
2828,12:00,1000446,0,840
2829,12:10,1000446,710,840
2830,12:20,1000446,1420,840
2831,12:30,1000446,2130,840
2832,12:40,1000446,2840,840
2833,12:50,1000446,3550,840
2834,13:00,1000446,0,840
2835,13:10,1000446,710,840
2836,13:20,1000446,1420,840
2837,13:30,1000446,2130,840
2838,13:40,1000446,2840,840
2839,13:50,1000446,3550,840
2840,14:00,1000446,0,840
2841,14:10,1000446,710,840
2842,14:20,1000446,1420,840
2843,14:30,1000446,2130,840
2844,14:40,1000446,2840,840
2845,14:50,1000446,3550,840
2846,15:00,1000446,0,840
2847,15:10,1000446,710,840
2848,15:20,1000446,1420,840
2849,15:30,1000446,2130,840
2850,15:40,1000446,2840,840
2851,15:50,1000446,3550,840
2852,16:00,1000446,0,840
2853,16:10,1000446,710,840
2854,16:20,1000446,1420,840
2855,16:30,1000446,2130,840
2856,16:40,1000446,2840,840
2857,16:50,1000446,3550,840
2858,17:00,1000446,0,840
2859,17:10,1000446,710,840
2860,17:20,1000446,1420,840
2861,17:30,1000446,2130,840
2862,17:40,1000446,2840,840
2863,17:50,1000446,3550,840
2864,18:00,1000446,0,840
2865,18:10,1000446,710,840
2866,18:20,1000446,1420,840
2867,18:30,1000446,2130,840
2868,18:40,1000446,2840,840
2869,18:50,1000446,3550,840
2870,19:00,1000446,0,840
2871,19:10,1000446,710,840
2872,19:20,1000446,1420,840
2873,19:30,1000446,2130,840
2874,19:40,1000446,2840,840
2875,19:50,1000446,3550,840
2876,20:00,1000446,0,840
2877,20:10,1000446,710,840
2878,20:20,1000446,1420,840
2879,20:30,1000446,2130,840
2880,20:40,1000446,2840,840
2881,20:50,1000446,3550,840
2882,21:00,1000446,0,840
2883,21:10,1000446,710,840
2884,21:20,1000446,1420,840
2885,21:30,1000446,2130,840
2886,21:40,1000446,2840,840
2887,21:50,1000446,3550,840
2888,22:00,1000446,0,840
2889,22:10,1000446,670,840
2890,22:20,1000446,1280,840
2891,22:30,1000446,1830,840
2892,22:40,1000446,2280,840
2893,07:40,1000491,600,865
2894,07:50,1000491,675,865
2895,08:00,1000491,0,865
2896,08:10,1000491,220,865
2897,08:20,1000491,510,865
2898,08:30,1000491,780,865
2899,08:40,1000491,1220,865
2900,08:50,1000491,1675,865
2901,09:00,1000491,0,865
2902,09:10,1000491,390,865
2903,09:20,1000491,870,865
2904,09:30,1000491,1290,865
2905,09:40,1000491,2020,865
2906,09:50,1000491,2575,865
2907,10:00,1000491,0,865
2908,10:10,1000491,555,865
2909,10:20,1000491,1110,865
2910,10:30,1000491,1665,865
2911,10:40,1000491,2220,865
2912,10:50,1000491,2775,865
2913,11:00,1000491,0,865
2914,11:10,1000491,555,865
2915,11:20,1000491,1110,865
2916,11:30,1000491,1665,865
2917,11:40,1000491,2220,865
2918,11:50,1000491,2775,865
2919,12:00,1000491,0,865
2920,12:10,1000491,555,865
2921,12:20,1000491,1110,865
2922,12:30,1000491,1665,865
2923,12:40,1000491,2220,865
2924,12:50,1000491,2775,865
2925,13:00,1000491,0,865
2926,13:10,1000491,555,865
2927,13:20,1000491,1110,865
2928,13:30,1000491,1665,865
2929,13:40,1000491,2220,865
2930,13:50,1000491,2775,865
2931,14:00,1000491,0,865
2932,14:10,1000491,555,865
2933,14:20,1000491,1110,865
2934,14:30,1000491,1665,865
2935,14:40,1000491,2220,865
2936,14:50,1000491,2775,865
2937,15:00,1000491,0,865
2938,15:10,1000491,555,865
2939,15:20,1000491,1110,865
2940,15:30,1000491,1665,865
2941,15:40,1000491,2220,865
2942,15:50,1000491,2775,865
2943,16:00,1000491,0,865
2944,16:10,1000491,555,865
2945,16:20,1000491,1110,865
2946,16:30,1000491,1665,865
2947,16:40,1000491,2220,865
2948,16:50,1000491,2775,865
2949,17:00,1000491,0,865
2950,17:10,1000491,555,865
2951,17:20,1000491,1110,865
2952,17:30,1000491,1665,865
2953,17:40,1000491,2220,865
2954,17:50,1000491,2775,865
2955,18:00,1000491,0,865
2956,18:10,1000491,555,865
2957,18:20,1000491,1110,865
2958,18:30,1000491,1665,865
2959,18:40,1000491,2220,865
2960,18:50,1000491,2775,865
2961,19:00,1000491,0,865
2962,19:10,1000491,555,865
2963,19:20,1000491,1110,865
2964,19:30,1000491,1665,865
2965,19:40,1000491,2220,865
2966,19:50,1000491,2775,865
2967,20:00,1000491,0,865
2968,20:10,1000491,555,865
2969,20:20,1000491,1110,865
2970,20:30,1000491,1665,865
2971,20:40,1000491,2220,865
2972,20:50,1000491,2775,865
2973,21:00,1000491,0,865
2974,21:10,1000491,555,865
2975,21:20,1000491,1110,865
2976,21:30,1000491,1665,865
2977,21:40,1000491,2220,865
2978,21:50,1000491,2775,865
2979,22:00,1000491,0,865
2980,22:10,1000491,535,865
2981,22:20,1000491,1040,865
2982,22:30,1000491,1485,865
2983,22:40,1000491,1800,865
2984,07:40,1000512,940,881
2985,07:50,1000512,1225,881
2986,08:00,1000512,0,881
2987,08:10,1000512,375,881
2988,08:20,1000512,850,881
2989,08:30,1000512,1365,881
2990,08:40,1000512,2160,881
2991,08:50,1000512,2825,881
2992,09:00,1000512,0,881
2993,09:10,1000512,700,881
2994,09:20,1000512,1560,881
2995,09:30,1000512,2385,881
2996,09:40,1000512,3420,881
2997,09:50,1000512,4400,881
2998,10:00,1000512,0,881
2999,10:10,1000512,905,881
3000,10:20,1000512,1810,881
3001,10:30,1000512,2715,881
3002,10:40,1000512,3620,881
